summonerName,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas0-10,creepsPerMinDeltas10-20,creepsPerMinDeltas20-30,xpPerMinDeltas0-10,xpPerMinDeltas10-20,xpPerMinDeltas20-30,goldPerMinDeltas0-10,goldPerMinDeltas10-20,goldPerMinDeltas20-30,xpDiffPerMinDeltas0-10,xpDiffPerMinDeltas10-20,xpDiffPerMinDeltas20-30,damageTakenPerMinsDeltas0-10,damageTakenPerMinsDeltas10-20,damageTakenPerMinsDeltas20-30,damageTakenDiffPerMinsDeltas0-10,damageTakenDiffPerMinsDeltas10-20,damageTakenDiffPerMinsDeltas20-30
T1 Canna,0,2,4,2,2,1,1,408,0,0,0,0,0,46469,42272,4196,0,0,6096,5921,174,0,1855,1,3286,2249,1574,19,11,10305,955,8146,1203,6359,6050,0,0,107,4,1,0,57,11,4,0,8,5,0,0,0,0,NaN,4.5,NaN,312.9,NaN,189.7,NaN,-89.89999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Rascal,1,14,6,10,5,3,4,493,3,1,0,0,0,188967,20727,161123,7116,0,23837,6478,17139,220,9505,1,20013,4219,4079,18,12,33501,12634,20469,397,15806,14983,1,1,229,17,16,1,105,16,2,0,11,5,0,0,0,1,0,0,9.7,6.3999999999999995,NaN,511,453,NaN,567.8,484.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLE Haru,0,8,4,3,7,1,1,954,0,0,0,0,0,143216,23486,111106,8624,0,10750,1145,9185,419,6383,1,26209,18667,2299,40,16,22454,5800,14448,2206,10779,10200,2,0,25,141,91,5,325,13,12,0,17,4,0,0,1,0,NaN,1.1,1.3,NaN,440.3,398.4,NaN,446.8,373.4,NaN,65.4,-200.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lv zao tou,1,0,2,4,0,0,0,484,0,0,0,0,0,11498,8762,2736,0,0,3205,2446,759,0,301,1,2244,1619,877,37,11,3975,959,2781,234,4980,4125,0,0,13,1,0,0,96,10,5,0,18,10,0,0,0,0,NaN,0.1,0.9,NaN,255.4,362.6,NaN,151.2,245.2,NaN,-38.90000000000002,24.55000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
I love ya ,1,1,2,11,0,1,0,503,0,0,0,0,0,5670,4371,1299,0,0,3630,2761,868,0,8302,5,2796,746,102,30,4,3187,533,2563,90,5464,4625,0,0,1,0,0,0,24,10,5,0,16,1,0,0,0,0,NaN,0,0.1,NaN,194,375.79999999999995,NaN,141.3,270.70000000000005,NaN,-50.150000000000006,92.19999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN
밀레니엄베이베,0,2,5,1,0,1,0,481,0,0,0,0,0,53156,1308,49462,2385,361,9465,341,9124,0,1833,2,4669,445,445,10,6,10050,2977,6519,553,6408,5325,0,0,147,0,0,0,58,9,3,0,5,2,0,0,0,0,NaN,7.6,NaN,305.8,NaN,303.9,NaN,1.5999999999999943,NaN,NaN,NaN,NaN,NaN,NaN,NaN
only so1o,1,10,2,2,5,2,2,682,2,0,0,0,0,56771,4581,48103,4086,0,9029,823,8034,172,2515,1,3399,1088,1088,17,10,7822,1582,5755,484,7873,6725,0,0,101,4,0,4,40,11,3,0,4,2,1,0,0,0,NaN,7.199999999999999,NaN,448.2,NaN,298.20000000000005,NaN,39.940000000000026,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Ellim,1,7,1,1,5,2,2,404,2,0,0,0,0,88245,62473,21062,4709,0,6307,4913,1057,335,7363,1,6135,5323,0,11,14,12044,1966,9907,170,7005,6100,0,0,13,96,61,20,380,11,2,0,4,1,0,0,0,0,NaN,0.4,NaN,362.5,NaN,297.79999999999995,NaN,24.659999999999954,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mental 12345,1,5,2,9,3,1,2,774,0,0,0,0,0,140760,26442,104780,9538,0,7842,856,6905,81,7067,1,24634,27681,3559,35,10,21697,4878,16517,301,10857,9125,1,1,18,131,63,22,434,15,6,0,14,7,0,0,0,0,1,0,0.6000000000000001,0.7,NaN,383.1,522.1,NaN,292.20000000000005,428.1,NaN,65.19999999999999,21.60000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
수입뿌드,0,1,6,4,0,1,0,214,0,0,0,0,0,63226,12655,45389,5181,0,3738,431,2848,459,5130,2,4463,6641,225,11,3,13653,3427,9581,644,5075,4850,0,0,5,73,54,7,176,9,3,0,4,1,0,0,0,0,NaN,0.2,NaN,297.70000000000005,NaN,294.3,NaN,-18.019999999999982,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Decomposition,0,0,2,3,0,0,0,1108,0,0,0,0,0,10321,2328,4333,3659,0,2384,1382,630,372,0,0,9388,778,778,45,11,8895,2001,6746,148,4406,4375,0,0,30,0,0,0,66,9,9,0,21,8,0,0,0,0,NaN,1.4,1.4,NaN,247,281.4,NaN,148.39999999999998,219.5,NaN,11.100000000000023,8.700000000000045,NaN,NaN,NaN,NaN,NaN,NaN,NaN
milaogou,1,3,2,11,2,1,1,912,0,0,0,0,0,153908,7482,143043,3382,0,18907,2643,16264,0,2500,1,5149,6401,5642,29,16,10297,2510,7687,100,10753,8425,2,0,213,26,12,4,342,14,3,0,9,12,0,0,0,0,0,1,8.6,9.5,NaN,340.3,440.1,NaN,287,403.6,NaN,-3.9499999999999886,112.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AF 으아아앙,1,4,1,10,4,2,1,777,1,0,0,0,0,150798,136989,9101,4707,0,14669,14197,471,0,6230,1,7399,12531,2525,22,11,15099,3477,11549,72,10428,7710,1,0,206,16,1,8,51,15,3,0,11,2,0,0,0,0,0,1,8.2,6.9,NaN,482.4,436.8,NaN,264.6,326.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hontoni nakitai,1,4,3,19,4,1,1,1362,0,0,0,0,0,149587,54041,84549,10996,0,8013,1448,5922,642,11365,1,40516,32568,691,44,14,26441,6541,19045,854,12433,10425,2,0,24,130,68,17,303,15,11,0,12,8,0,0,1,0,0,1,0.2,0.8,0.9,368.5,506.29999999999995,445.1,347.3,381.4,365.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jkjkjkjkk,1,2,1,4,0,1,0,369,0,0,0,0,0,78778,68948,9830,0,0,8328,6876,1452,0,241,1,1657,1358,402,19,22,4287,380,3264,642,6736,6385,0,0,155,4,4,0,217,12,4,0,8,2,1,0,0,0,NaN,9.7,NaN,506.4,NaN,345.79999999999995,NaN,31.23999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enryu0,1,3,2,14,3,1,1,109,0,0,0,0,0,114896,95638,13203,6054,0,11179,9588,1462,128,4954,2,6427,6117,4602,18,29,12531,2562,9852,116,10178,8750,1,0,159,12,4,4,107,14,2,0,9,1,0,0,0,0,0,1,7.300000000000001,8.1,NaN,488,609.9000000000001,NaN,395.70000000000005,485.4,NaN,70.19999999999996,188.90000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
넌 그냥 아가미,0,6,5,1,4,1,1,399,0,0,0,0,0,124370,510,115884,7975,0,10877,510,10366,0,2561,1,8224,3534,3534,17,16,14248,4818,9303,126,9898,9525,1,0,179,8,4,0,191,14,3,0,9,1,1,0,0,0,NaN,6.3,8.600000000000001,NaN,464.1,483.7,NaN,426.29999999999995,350.2,NaN,90.05000000000004,16.69999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,9,3,10,6,2,2,848,3,0,0,0,0,194918,864,192527,1525,1149,23716,138,23324,253,197,1,13021,25795,10844,33,3,9896,2526,7037,332,14243,13025,5,0,225,23,12,5,82,14,5,0,12,6,0,0,0,0,NaN,9.2,10.7,NaN,354.2,481,NaN,382.7,626.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
이길수없는사람GS,0,2,2,7,0,1,0,1026,0,0,0,0,0,30104,26410,3190,504,0,9575,8706,365,504,13,1,5268,0,0,80,22,8559,2321,5499,738,7089,6450,0,0,27,0,0,0,192,12,12,0,40,17,0,0,0,0,0,0,0.3,1,NaN,224.4,322.1,NaN,151,271.2,NaN,-33.55,-19.550000000000068,NaN,NaN,NaN,NaN,NaN,NaN,NaN
두더지형님,0,3,9,2,0,1,0,342,0,0,0,0,0,15536,3393,2683,9460,0,4358,2947,1053,358,75,2,13718,0,0,48,15,18860,5542,12994,322,5763,5000,0,0,27,0,0,0,49,10,12,0,29,9,0,0,0,0,0,0,1.3,1.3,NaN,244.8,266.7,NaN,175.5,226.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
APK Flawless,1,5,3,4,2,1,1,711,0,0,0,0,0,202289,147372,39029,15886,0,14697,12747,1064,885,13648,1,9527,58491,4269,104,21,21734,9236,12198,299,13113,11785,4,1,39,153,93,18,133,16,12,0,40,21,1,0,1,0,1,0,0.6,0.6,2.4,323.3,371.2,408.3,286.7,396.6,343.6,-2.59999999999998,-59.30000000000001,69.60000000000002,NaN,NaN,NaN,NaN,NaN,NaN
thinkin7,1,7,1,5,7,1,1,222,0,0,0,0,0,201242,186536,12786,1919,0,21843,20221,1622,0,2517,1,4214,6427,3140,36,33,9763,3058,6470,233,13713,10625,2,1,262,27,16,11,372,17,7,0,16,9,0,0,0,0,0,0,8.2,11.8,NaN,485.29999999999995,644.5,NaN,299.9,541.0999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Ellim,1,3,3,8,2,1,1,396,0,0,0,0,0,133090,88190,32325,12574,0,5607,4548,595,464,10146,1,10520,21265,118,25,7,20910,4493,16122,293,8425,6525,0,0,19,129,70,25,464,12,3,0,5,6,0,0,0,0,NaN,0.2,1.3,NaN,315.6,492.3,NaN,281.3,376.6,NaN,-62.20000000000002,-10.800000000000011,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a12312312312312,0,2,8,4,0,1,0,223,0,0,0,0,0,80506,71573,6710,2222,0,10990,9614,1301,74,5618,1,6359,324,0,17,18,19968,13776,5736,456,7301,6625,0,0,131,5,4,0,253,13,3,0,11,4,0,0,0,0,0,0,5.5,5.5,NaN,425.3,421.6,NaN,233.10000000000002,305.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
want home1,1,1,1,16,0,1,0,1332,0,0,0,0,0,31250,26884,3883,482,0,18457,16914,1060,482,18725,5,3234,3438,1748,74,22,4321,444,3877,0,8615,8050,0,0,7,0,0,0,72,15,14,0,50,6,0,0,0,1,0,1,0.3,0.1,0.2,294.9,324.2,458.4,187.3,261.9,232.60000000000002,50.94999999999996,-3.599999999999966,123.70000000000002,NaN,NaN,NaN,NaN,NaN,NaN
eign,0,2,4,8,0,1,0,777,0,0,0,0,0,94329,7943,85477,908,0,10160,995,8424,740,3720,1,8194,3698,1827,24,11,14952,3680,10017,1254,9140,9050,0,0,169,2,0,0,46,14,2,0,7,7,0,0,0,0,0,0,7.1,7.7,NaN,457.6,530.5,NaN,291.4,379.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,0,0,5,6,0,0,0,750,0,0,0,0,0,175927,1023,167135,7769,832,17356,326,16553,476,0,0,14626,14652,9057,30,6,13678,2285,11144,248,10554,10275,3,0,231,28,14,10,132,13,7,0,14,11,0,0,0,0,0,0,9.2,11,NaN,315,537.5,NaN,296.70000000000005,543.2,NaN,17,139.39999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ymggklk,0,2,4,2,0,1,0,1184,0,0,0,0,0,163888,134045,22202,7640,0,14075,12518,1307,249,8472,1,15291,5229,2804,18,26,27051,10541,16310,200,10412,10000,1,0,239,8,8,0,412,16,4,0,14,6,0,0,0,0,0,0,7.699999999999999,9.100000000000001,7.1,500.1,503.5,475.5,293.6,336.70000000000005,348.79999999999995,8,25.80000000000004,-110,NaN,NaN,NaN,NaN,NaN,NaN
DRX Deft,0,2,6,8,2,1,1,666,0,0,0,0,0,86809,0,85721,1088,482,14755,0,14363,392,6912,5,5764,2509,1496,62,41,14505,4947,8857,700,9449,8850,0,0,69,7,5,0,230,13,8,0,35,15,1,0,0,0,0,0,2.4000000000000004,1.4,2.7,302.20000000000005,325.70000000000005,402.6,295.9,276.6,264.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,5,8,12,2,1,1,396,0,0,0,0,0,303160,44325,256361,2472,681,27936,8150,19054,732,5038,3,19304,11117,6639,56,3,31306,12467,17754,1085,18281,16750,3,0,327,41,33,7,78,17,6,0,17,18,0,0,0,0,0,0,7,10.2,7.699999999999999,297.6,509.40000000000003,447.5,314.2,523.3,444.5,73.49999999999997,9.450000000000045,-211.7,NaN,NaN,NaN,NaN,NaN,NaN
Untara,1,6,2,8,3,2,2,1103,2,0,0,0,0,230337,8352,201654,20329,979,20439,4722,12493,3223,9025,1,17528,11141,7999,34,11,27113,8961,17356,796,14379,13858,3,1,232,7,2,4,354,17,3,0,13,4,0,0,0,0,0,0,7.7,7.3999999999999995,7.8,476.7,494.40000000000003,647.9,310.8,434.79999999999995,571,51.49999999999997,-28,127.29999999999998,NaN,NaN,NaN,NaN,NaN,NaN
저신개패는놈,0,5,8,4,2,1,2,375,0,0,0,0,0,80086,24217,44665,11204,0,5647,842,4325,480,4184,1,15342,15097,198,12,14,22561,6922,15344,295,7138,7125,0,0,20,70,55,4,235,10,5,0,3,1,1,0,0,0,0,0,1.4,0.6,NaN,355.1,285.4,NaN,378.9,280.29999999999995,NaN,-4.09999999999998,-226.20000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
원딜백정라인,1,3,1,6,2,1,1,1441,0,0,0,0,0,239524,3639,231360,4525,563,15754,2242,13283,228,2786,3,7891,35381,9308,49,37,12008,4102,7117,788,15103,13750,4,2,292,36,20,8,871,16,6,0,13,10,0,0,0,1,1,0,9,10.100000000000001,8.1,310.70000000000005,462.1,531.5,282.1,496,509.59999999999997,8.65000000000002,53.099999999999966,12.849999999999994,NaN,NaN,NaN,NaN,NaN,NaN
AlphaGo test 03,1,0,1,8,0,0,0,896,0,0,0,0,0,17317,2667,4640,10008,0,1763,845,656,262,199,3,4832,2727,393,56,10,5057,1132,3427,497,5138,5050,0,0,35,0,0,0,24,9,8,0,22,14,0,0,0,0,NaN,1.5,NaN,271.5,NaN,200.5,NaN,-4.159999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
want home1,0,0,4,4,0,0,0,618,0,0,0,0,0,15364,6136,5088,4139,0,3167,2048,519,599,1084,5,7925,406,110,60,15,10956,2404,7038,1513,5899,5450,0,0,25,0,0,0,59,10,14,0,41,5,0,0,0,0,0,0,1.4,0.7999999999999999,NaN,248.5,150.8,NaN,154.39999999999998,245.5,NaN,5.200000000000003,-30.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rain123,0,2,9,2,0,1,0,347,0,0,0,0,0,83276,73034,7199,3042,0,10358,8921,689,748,0,0,4664,0,0,18,11,15328,7119,6376,1833,7356,6500,0,0,159,0,0,0,164,12,2,0,9,4,0,0,0,0,NaN,6.4,7.9,NaN,349.1,455.2,NaN,237.4,365.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sei2e the day,1,0,6,12,0,0,0,446,0,0,0,0,0,18192,6737,5723,5731,0,5751,3493,1572,686,1104,1,23435,2096,599,66,34,15247,3073,10627,1546,6612,5175,0,0,31,0,0,0,115,13,10,0,36,13,0,0,0,0,0,1,1.6,1.2,NaN,227.3,371.7,NaN,159.7,251.5,NaN,17.399999999999977,67.55000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,10,5,7,4,2,3,382,2,0,0,0,0,101661,390,100312,958,345,19993,390,19464,138,1668,4,9448,5339,387,31,20,15266,3362,10795,1108,11069,7800,0,0,181,5,5,0,311,12,2,0,9,12,1,0,0,0,NaN,6.800000000000001,9,NaN,293.79999999999995,442,NaN,364.79999999999995,420.1,NaN,-20.450000000000017,-41.19999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
엔도르시 자하드,1,5,3,12,3,1,2,599,0,0,0,0,0,203152,163593,29480,10078,0,15058,13756,901,400,18058,5,13248,32768,3307,38,0,22420,6549,15761,110,11726,11025,1,0,21,187,98,47,131,15,5,0,6,11,0,0,0,0,0,0,0,1.2,NaN,371.7,565.4000000000001,NaN,318.9,445.2,NaN,53,146.90000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0rangeflower,1,1,1,10,0,1,0,446,0,0,0,0,0,112521,1164,108393,2964,662,10796,841,9883,72,1170,3,8613,7814,3305,21,7,13495,3606,9888,0,9453,7325,2,0,171,12,9,0,80,14,1,0,9,6,0,0,1,0,NaN,5,8,NaN,333.29999999999995,513.7,NaN,201.7,463.5,NaN,32.5,49.50000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kingen,0,4,6,1,2,1,1,669,0,0,0,0,0,149134,105493,28609,15032,0,18878,15734,2024,1119,10979,1,15432,13068,468,27,20,27504,4327,21635,1540,10251,10010,1,0,75,100,77,5,539,13,2,0,9,5,0,0,1,0,0,0,1.5,4.7,NaN,423.40000000000003,502.70000000000005,NaN,276.70000000000005,452.79999999999995,NaN,74.30000000000004,-44.19999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GEN G Kaine,1,9,2,4,9,3,1,875,2,2,0,0,0,88228,1103,77226,9898,0,16848,330,15119,1398,2992,1,14655,6140,4880,13,14,13844,4076,9394,374,11596,11733,2,0,139,8,4,1,134,13,2,0,5,3,0,0,0,0,0,0,8.3,5.6,NaN,519.3,483.70000000000005,NaN,374.5,732.7,NaN,177.4,6.400000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,1,6,2,4,5,2,1,354,1,0,0,0,0,133893,513,128157,5222,0,16763,52,14447,2262,2774,1,21490,10603,9185,18,25,17981,7356,9275,1348,11110,9183,3,1,199,16,9,4,90,15,2,0,8,2,0,0,0,0,1,0,9.3,8.5,NaN,504.1,586.1,NaN,340.5,509,NaN,108.35000000000002,286.70000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
뿡 형,0,1,6,1,0,1,0,310,0,0,0,0,0,76836,29862,43038,3935,0,4705,1221,3070,413,4187,1,12696,3983,0,13,12,17590,6113,11042,434,5733,5700,0,0,29,75,58,0,244,10,2,0,3,4,0,0,0,0,NaN,0.2,2.7,NaN,322.29999999999995,349.5,NaN,254.7,261.5,NaN,-104.79999999999998,-183.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
엉덩국 갱승제로,0,4,5,6,0,1,0,928,0,0,0,0,0,183846,3492,177155,3198,681,16447,991,14484,972,1344,3,8107,9323,1504,20,17,18609,6035,10801,1772,12058,11325,0,0,228,38,31,0,122,14,1,0,10,1,1,0,0,0,0,0,7.6,9,6.2,274.7,421,500.2,323,405.5,421.5,-10.5,-42.35000000000002,-173.04999999999998,NaN,NaN,NaN,NaN,NaN,NaN
thinkin7,1,4,6,8,2,1,1,651,0,0,0,0,0,289628,18275,269173,2179,639,35235,3160,29896,2179,5316,1,21510,8523,3504,56,3,27298,10517,16042,738,16443,15400,1,1,309,51,37,11,23,18,10,0,25,14,0,0,0,0,0,0,6.6,9,8.4,399.4,547.8,531.6,290.8,411.1,391.1,9,184.9,-25.899999999999977,NaN,NaN,NaN,NaN,NaN,NaN
T1 Closer,1,6,1,8,5,2,1,1127,1,0,0,0,0,103289,84530,15515,3243,0,14094,12057,1512,523,7305,1,8648,2852,1668,25,11,16429,5002,10502,924,10598,8925,0,0,178,14,14,0,28,14,3,0,11,2,1,0,0,0,0,0,7.9,7.7,NaN,456.1,557.9,NaN,317.6,439.2,NaN,-4.699999999999989,9.399999999999977,NaN,NaN,NaN,NaN,NaN,NaN,NaN
핑채팅다차단박음,1,6,5,9,2,1,1,556,0,0,0,0,0,124743,88585,21616,14540,0,13989,11613,1007,1368,8127,1,20984,27171,1041,73,31,22665,8398,14165,101,10706,8625,0,0,23,103,57,19,349,14,5,0,27,14,1,0,0,1,0,1,0.7,0.5,NaN,329.4,391.9,NaN,308.7,380.4,NaN,46.299999999999955,71.59999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KkOma18,0,0,6,5,0,0,0,587,0,0,0,0,0,21696,9653,6405,5637,0,5704,3578,769,1357,1085,1,16563,598,0,93,24,15708,2592,12742,373,6320,5875,0,0,42,2,2,0,93,11,17,0,54,18,0,0,0,0,0,0,1.2,2.1,0.9,246.10000000000002,279.6,276.7,148.3,223.3,203.5,-41.49999999999996,-107.15000000000003,-56.99999999999997,NaN,NaN,NaN,NaN,NaN,NaN
T1 BurdoI,1,3,4,9,3,2,1,672,1,0,0,0,0,140040,852,110941,28246,0,18526,246,14355,3924,2407,1,28080,11570,7445,12,27,23416,8221,14048,1146,11944,9958,4,0,184,8,0,3,209,15,1,0,8,0,0,0,0,0,0,0,8.2,7.7,NaN,445.79999999999995,511.29999999999995,NaN,292.1,471,NaN,-15.199999999999989,132.29999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,9,4,4,7,5,1,539,2,1,1,1,0,282477,2313,273348,6816,1138,30046,551,28011,1484,4981,3,18085,32937,16739,40,21,18557,2992,13228,2336,17822,14800,7,1,293,20,16,4,227,16,4,0,12,13,0,0,1,0,1,0,8.2,10,10.2,326.5,455.8,544.4,369.4,476.9,709.2,60.2,-18.650000000000006,-51.549999999999955,NaN,NaN,NaN,NaN,NaN,NaN
Weetae,0,2,8,4,0,1,0,586,0,0,0,0,0,155329,30473,114915,9940,0,6981,1249,5545,186,10105,1,31486,27570,721,28,16,33069,8749,23972,347,9579,9025,0,0,11,147,98,2,412,14,6,0,9,5,0,0,0,0,0,0,0.2,0.4,0.5,306.9,340.5,407,242.60000000000002,282.4,300.8,-59.60000000000001,-132.9,33.30000000000004,NaN,NaN,NaN,NaN,NaN,NaN
SibasakiRoka,1,3,2,11,2,2,1,971,1,0,0,0,0,154156,14052,128552,11551,0,18554,5295,12910,348,1807,4,9402,8101,6997,26,8,11766,1921,9260,583,11958,10100,4,1,204,20,12,7,367,14,2,0,12,2,0,0,0,0,1,0,7.6,6.8,NaN,327.6,431.8,NaN,256.4,410.2,NaN,19.30000000000004,-7.499999999999972,NaN,NaN,NaN,NaN,NaN,NaN,NaN
기도메타올라프,0,1,7,10,0,1,0,538,0,0,0,0,0,248970,175,197341,51452,0,16885,175,13040,3669,16245,1,51874,8049,1883,38,21,48552,24908,21548,2095,14612,14675,1,0,277,17,7,3,981,18,7,0,10,13,0,0,0,0,0,0,6.1,8.3,4.699999999999999,422.4,527.5,490.5,278.6,348.8,334.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
나는대포너는머포,0,1,6,11,0,1,0,1308,0,0,0,0,0,67782,1657,66001,124,370,19508,617,18819,72,13363,5,11458,3356,2449,89,45,20359,8562,11570,226,9031,8935,0,0,79,5,4,0,186,12,7,0,34,23,0,0,0,0,0,0,0.2,3.6,4.1,293.4,384.4,305.6,219.7,337.8,285.9,21.349999999999966,88.6,-352.35,NaN,NaN,NaN,NaN,NaN,NaN
불다이아,0,0,7,3,0,0,0,448,0,0,0,0,0,55361,138,53552,1670,0,6321,138,6053,130,1220,1,6254,0,0,5,14,15911,5135,9753,1021,5850,5550,0,0,125,4,4,0,67,11,0,0,4,1,0,0,0,0,0,0,6.800000000000001,5.699999999999999,NaN,409.29999999999995,413.3,NaN,238,278.20000000000005,NaN,-120.1,-243.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
공공공팔공팔,1,2,3,15,0,1,0,690,0,0,0,0,0,18020,5623,5866,6530,0,3108,2124,597,386,2045,2,11630,3019,2466,69,17,9503,4217,5101,183,7678,6875,1,0,45,0,0,0,52,13,13,0,33,17,0,0,0,0,0,1,1.7000000000000002,2.3,NaN,267.4,336.2,NaN,236.7,291.2,NaN,16.749999999999986,93.70000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,0,1,7,2,0,1,0,250,0,0,0,0,0,24586,1188,23397,0,0,7059,819,6239,0,584,1,6305,0,0,5,20,10597,1179,8109,1307,4956,3400,0,0,75,0,0,0,159,9,0,0,4,0,0,0,0,0,NaN,4.6,NaN,323.7,NaN,204.4,NaN,-60.94000000000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Ellim,1,11,2,8,6,2,3,1017,3,0,0,0,0,131336,23721,96310,11304,0,13222,1646,10896,679,7308,1,23473,26426,2038,28,20,24966,5242,18698,1026,12239,11100,1,0,21,107,78,6,430,14,9,0,17,7,0,0,1,0,0,0,0.4,1.1,NaN,312.2,456.70000000000005,NaN,325.5,484.29999999999995,NaN,29.799999999999983,-80.30000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
어니우기 Youtube,0,1,3,6,0,1,0,1305,0,0,0,0,0,162445,134927,23318,4200,33,17652,15561,2091,0,28372,1,37059,4033,771,21,37,33113,8162,21962,2989,10458,10400,0,0,212,12,5,0,481,16,4,0,7,1,0,0,0,0,0,0,6.1,8.7,6,369.1,562.4000000000001,507.1,225.20000000000002,388,341.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
장래희망우솝,0,2,6,0,2,1,1,310,0,0,0,0,0,60553,2815,57737,0,0,8578,758,7819,0,334,1,3666,3003,3003,14,1,10132,2172,7300,659,6466,6075,1,0,128,0,0,0,8,10,1,0,6,4,0,0,0,0,NaN,6.4,NaN,281,NaN,300,NaN,-62.160000000000025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,1,3,6,7,0,1,0,408,0,0,0,0,0,98339,0,83449,14889,0,13446,0,12007,1438,1377,1,17694,11818,3479,15,24,22133,8315,13345,473,9205,7883,2,0,141,12,5,1,165,14,1,0,8,2,0,0,0,0,NaN,6.6,7.4,NaN,474.2,459.6,NaN,321.1,383.8,NaN,88.6,-104.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KkOma19,1,18,0,12,18,2,1,1388,1,0,0,0,0,105257,87830,10987,6438,0,38789,31377,3917,3495,3609,8,5821,2874,2171,27,18,13613,4439,8173,1000,13037,10500,1,2,124,20,4,8,142,14,4,0,7,3,0,0,1,0,1,0,7.1,4.5,NaN,518.4,503.2,NaN,446,557.3,NaN,188.7,113.69999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
