summonerName,item0,item1,item2,item3,item4,item5,item6,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk1,statPerk2,championId,spell1Id,spell2Id,role,lane
Khan,Zhonya's Hourglass,Hextech Rocketbelt,NaN,Boots of Swiftness,NaN,NaN,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,PerfectTiming,,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Malphite,Flash,Teleport,SOLO,TOP
Khan,NaN,Refillable Potion,Lich Bane,Plated Steelcaps,Fiendish Codex,NaN,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NimbusCloak,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Evelynn,Flash,Smite,NONE,JUNGLE
Joker,Divine Sunderer,Plated Steelcaps,Dead Man's Plate,Kindlegem,Doran's Blade,Phage,Stealth Ward,FleetFootwork,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,NaN,NaN,NaN,NaN,Gnar,Teleport,Flash,SOLO,TOP
Joker,B. F. Sword,Pickaxe,Rapid Firecannon,Doran's Blade,Berserker's Greaves,Stormrazor,Stealth Ward,FleetFootwork,NaN,,,PresenceOfMind,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Caitlyn,Heal,Flash,DUO_CARRY,BOTTOM
Dread,Locket of the Iron Solari,Bulwark of the Mountain,Zeke's Convergence,Plated Steelcaps,NaN,NaN,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Rell,Ignite,Flash,DUO_SUPPORT,BOTTOM
Dread,Corrupting Potion,Riftmaker,Mercury's Treads,Demonic Embrace,Rylai's Crystal Scepter,NaN,Stealth Ward,Conqueror,,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,RavenousHunter,NaN,NaN,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Singed,Teleport,Ghost,SOLO,TOP
Ucal,NaN,Zhonya's Hourglass,Mobility Boots,Crystalline Bracer,Forbidden Idol,NaN,Oracle Lens,SummonAery,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,PerfectTiming,,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Morgana,Flash,Ignite,DUO_SUPPORT,BOTTOM
Ucal,Hextech Rocketbelt,Sorcerer's Shoes,Lich Bane,NaN,Needlessly Large Rod,Null-Magic Mantle,Poro-Snax,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Ekko,Flash,Mark,DUO_SUPPORT,MIDDLE
Jelly,Corrupting Potion,NaN,NaN,NaN,NaN,NaN,Stealth Ward,Conqueror,,,,Overheal,,,,LegendBloodline,,,,CoupDeGrace,,,,Demolish,,,,Unflinching,,,,NaN,NaN,NaN,NaN,Trundle,Flash,Teleport,NONE,JUNGLE
Jelly,Rabadon's Deathcap,Seraph's Embrace,Rylai's Crystal Scepter,NaN,NaN,Blasting Wand,Stealth Ward,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Cassiopeia,Flash,Teleport,DUO,BOTTOM
Spirit,Zhonya's Hourglass,Luden's Tempest,Rabadon's Deathcap,Sorcerer's Shoes,Morellonomicon,Void Staff,Stealth Ward,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Seraphine,Teleport,Flash,SOLO,MIDDLE
Spirit,Luden's Tempest,Broken Stopwatch,Seraph's Embrace,Doran's Ring,Sorcerer's Shoes,Seeker's Armguard,Stealth Ward,Electrocute,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Anivia,Ignite,Flash,SOLO,MIDDLE
Gango,Broken Stopwatch,Corrupting Potion,Sorcerer's Shoes,Night Harvester,Sheen,Blasting Wand,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Fizz,Ignite,Flash,SOLO,MIDDLE
Gango,Corrupting Potion,Zhonya's Hourglass,Ionian Boots of Lucidity,Liandry's Anguish,Amplifying Tome,NaN,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,CoupDeGrace,NaN,,,PresenceOfMind,NaN,,,NaN,NaN,NaN,NaN,Fizz,Ignite,Flash,SOLO,MIDDLE
Stitch,Ravenous Hydra,Refillable Potion,Plated Steelcaps,Executioner's Calling,Phage,Kindlegem,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,,,LastStand,NaN,,,FuturesMarket,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Riven,Flash,Teleport,SOLO,TOP
Stitch,Ravenous Hydra,Goredrinker,Mercury's Treads,Maw of Malmortius,Executioner's Calling,Death's Dance,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,FuturesMarket,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Riven,Flash,Teleport,SOLO,TOP
Nova,Stopwatch,Riftmaker,Sorcerer's Shoes,Lich Bane,Amplifying Tome,Seeker's Armguard,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Akali,Ignite,Flash,SOLO,MIDDLE
Nova,Zhonya's Hourglass,Sorcerer's Shoes,Cosmic Drive,Night Harvester,Lich Bane,Rabadon's Deathcap,Oracle Lens,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Akali,Ignite,Flash,SOLO,MIDDLE
Proud,Relic Shield,Boots of Swiftness,NaN,Broken Stopwatch,Amplifying Tome,Imperial Mandate,Oracle Lens,UnsealedSpellbook,NaN,,,PerfectTiming,,,,BiscuitDelivery,NaN,,,ApproachVelocity,NaN,,,Celerity,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Bard,Flash,Ignite,DUO_SUPPORT,BOTTOM
Proud,Shard of True Ice,Control Ward,Redemption,Ionian Boots of Lucidity,Staff of Flowing Water,Imperial Mandate,Oracle Lens,SummonAery,NaN,NaN,,NimbusCloak,NaN,,,Transcendence,NaN,,,Scorch,NaN,,,CosmicInsight,,,,FuturesMarket,NaN,,,NaN,NaN,NaN,NaN,Ivern,Flash,Exhaust,DUO_SUPPORT,BOTTOM
Goku,Plated Steelcaps,Black Cleaver,Chain Vest,Ruby Crystal,NaN,NaN,Stealth Ward,PressTheAttack,,,,Triumph,NaN,NaN,,LegendAlacrity,,,,CoupDeGrace,NaN,,,AbsoluteFocus,NaN,NaN,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Garen,Flash,Ignite,DUO_SUPPORT,NONE
Goku,Sorcerer's Shoes,Zhonya's Hourglass,NaN,Rylai's Crystal Scepter,Void Staff,Rabadon's Deathcap,Stealth Ward,ArcaneComet,NaN,,,NullifyingOrb,NaN,,,Transcendence,NaN,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Teemo,Flash,Ignite,DUO,TOP
brTT,Long Sword,Refillable Potion,Long Sword,NaN,NaN,NaN,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,,,,RavenousHunter,NaN,,,Triumph,,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Zed,Ghost,Heal,DUO_SUPPORT,TOP
brTT,Doran's Ring,NaN,Sorcerer's Shoes,Morellonomicon,Needlessly Large Rod,Needlessly Large Rod,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Ahri,Ghost,Heal,DUO_CARRY,TOP
Luci,Redemption,NaN,Pauldrons of Whiterock,Locket of the Iron Solari,Giant's Belt,Mobility Boots,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,Overgrowth,NaN,,,CosmicInsight,,,,HextechFlashtraption,NaN,,,NaN,NaN,NaN,NaN,Thresh,Ignite,Flash,DUO_SUPPORT,BOTTOM
Luci,Seeker's Armguard,NaN,Frostfang,Broken Stopwatch,Forbidden Idol,Mobility Boots,Oracle Lens,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,CosmicInsight,,,,MagicalFootwear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Morgana,Ignite,Flash,DUO_SUPPORT,BOTTOM
Ranger,NaN,Titanic Hydra,Mercury's Treads,Wit's End,Trinity Force,NaN,Stealth Ward,PressTheAttack,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,Celerity,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Warwick,Smite,Flash,NONE,JUNGLE
Ranger,Refillable Potion,NaN,Mercury's Treads,Caulfield's Warhammer,Long Sword,NaN,Stealth Ward,FleetFootwork,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,,,CoupDeGrace,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Graves,Smite,Flash,NONE,JUNGLE
dyNquedo,Doran's Shield,NaN,Banshee's Veil,Mercury's Treads,Needlessly Large Rod,NaN,Stealth Ward,FleetFootwork,NaN,,,Overheal,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Akali,Flash,Ignite,SOLO,MIDDLE
dyNquedo,NaN,Refillable Potion,Mercury's Treads,NaN,NaN,NaN,Oracle Lens,Predator,NaN,,,CheapShot,NaN,,,ZombieWard,NaN,NaN,,RavenousHunter,NaN,NaN,,Celerity,NaN,,,NullifyingOrb,NaN,,,NaN,NaN,NaN,NaN,Poppy,Flash,Smite,DUO_SUPPORT,NONE
Yang,Berserker's Greaves,Immortal Shieldbow,The Collector,Bloodthirster,B. F. Sword,Pickaxe,Stealth Ward,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,RavenousHunter,NaN,NaN,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Samira,Heal,Flash,DUO_CARRY,BOTTOM
Yang,Mercury's Treads,Silvermere Dawn,Black Cleaver,Death's Dance,Ravenous Hydra,Goredrinker,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,LastStand,NaN,,,MagicalFootwear,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Riven,Teleport,Flash,SOLO,TOP
Laba,Control Ward,Shurelya's Battlesong,Bulwark of the Mountain,Dead Man's Plate,Boots of Swiftness,NaN,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,Celerity,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Galio,Ignite,Flash,DUO_SUPPORT,BOTTOM
Laba,Dead Man's Plate,Bulwark of the Mountain,Ruby Crystal,Boots of Swiftness,Kindlegem,Faerie Charm,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,Celerity,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Galio,Ignite,Flash,DUO_SUPPORT,BOTTOM
Klaus,Corrupting Potion,Divine Sunderer,Mercury's Treads,Chempunk Chainsword,Blade of The Ruined King,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,LastStand,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Jax,Flash,Teleport,SOLO,TOP
Klaus,Goredrinker,Refillable Potion,Tiamat,Chain Vest,Mercury's Treads,NaN,Stealth Ward,PressTheAttack,NaN,NaN,NaN,Triumph,,NaN,,LegendTenacity,,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,Celerity,NaN,,,NaN,NaN,NaN,NaN,Udyr,Flash,Smite,NONE,JUNGLE
Breeze,NaN,Sunfire Aegis,Mercury's Treads,Dead Man's Plate,Spirit Visage,Sterak's Gage,Stealth Ward,Aftershock,NaN,,,Demolish,NaN,,,Conditioning,NaN,NaN,NaN,Overgrowth,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,,,NaN,NaN,NaN,NaN,Volibear,Ignite,Flash,DUO,TOP
Breeze,Rapid Firecannon,Dead Man's Plate,Mobility Boots,Nashor's Tooth,NaN,Guinsoo's Rageblade,Stealth Ward,Guardian,NaN,,,Demolish,,,,BonePlating,NaN,,,Revitalize,NaN,NaN,,ZombieWard,,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Bard,Ignite,Flash,NONE,JUNGLE
Leaky,B. F. Sword,Bloodthirster,Berserker's Greaves,Rapid Firecannon,Infinity Edge,Essence Reaver,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Miss Fortune,Flash,Heal,DUO_CARRY,BOTTOM
Leaky,Doran's Ring,Zhonya's Hourglass,NaN,Blasting Wand,Plated Steelcaps,Amplifying Tome,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Lux,Flash,Barrier,DUO,MIDDLE
Caipi,NaN,Lost Chapter,Sorcerer's Shoes,NaN,NaN,NaN,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Heimerdinger,Flash,Heal,DUO_SUPPORT,NONE
DDC,Shurelya's Battlesong,Plated Steelcaps,Frozen Heart,Spirit Visage,NaN,NaN,Poro-Snax,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Alistar,Exhaust,Flash,DUO_SUPPORT,NONE
DDC,Liandry's Anguish,Sorcerer's Shoes,Morellonomicon,Void Staff,Fiendish Codex,NaN,Poro-Snax,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Ahri,Exhaust,Flash,DUO_SUPPORT,NONE
Xiaobo,Zhonya's Hourglass,Hextech Rocketbelt,Corrupting Potion,Morellonomicon,Sorcerer's Shoes,Void Staff,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Heimerdinger,Teleport,Flash,SOLO,MIDDLE
Xiaobo,Randuin's Omen,Gargoyle Stoneplate,Thornmail,Plated Steelcaps,Sunfire Aegis,Winged Moonplate,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Malphite,Teleport,Flash,SOLO,TOP
Gengar,Zhonya's Hourglass,NaN,Void Staff,Sorcerer's Shoes,Lich Bane,NaN,Oracle Lens,DarkHarvest,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,MagicalFootwear,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Nidalee,Flash,Smite,NONE,JUNGLE
Gengar,NaN,Refillable Potion,Sapphire Crystal,Sorcerer's Shoes,Amplifying Tome,NaN,Stealth Ward,DarkHarvest,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,MagicalFootwear,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Nidalee,Flash,Smite,DUO_SUPPORT,NONE
Gemini,NaN,NaN,NaN,NaN,NaN,NaN,Poro-Snax,Electrocute,,,,TasteOfBlood,,,,EyeballCollection,,,,UltimateHunter,,,,PresenceOfMind,,,,LegendAlacrity,,,,NaN,NaN,NaN,NaN,Master Yi,Flash,Barrier,DUO_SUPPORT,NONE
Gemini,Lord Dominik's Regards,Berserker's Greaves,Infinity Edge,Phantom Dancer,Runaan's Hurricane,Bloodthirster,Poro-Snax,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,NaN,NaN,NaN,NaN,Graves,Flash,Barrier,NONE,JUNGLE
M1ssion,Tiamat,Refillable Potion,NaN,Kindlegem,NaN,Mercury's Treads,Farsight Alteration,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Talon,Flash,Ignite,DUO,MIDDLE
M1ssion,Zhonya's Hourglass,Corrupting Potion,NaN,Doran's Ring,Blasting Wand,Sorcerer's Shoes,Farsight Alteration,DarkHarvest,NaN,NaN,NaN,CheapShot,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,PerfectTiming,,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Brand,Flash,Exhaust,DUO_CARRY,MIDDLE
Unified,Seraph's Embrace,Refillable Potion,Sorcerer's Shoes,Morellonomicon,Blasting Wand,Amplifying Tome,Stealth Ward,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Ryze,Teleport,Flash,SOLO,TOP
Unified,Doran's Ring,NaN,Oblivion Orb,NaN,Sorcerer's Shoes,NaN,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,,,,NaN,NaN,NaN,NaN,Ahri,Ignite,Flash,SOLO,MIDDLE
Kaiwing,Plated Steelcaps,Caulfield's Warhammer,Pickaxe,Cloth Armor,The Collector,Immortal Shieldbow,NaN,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,NaN,NaN,NaN,NaN,Graves,Flash,Mark,DUO,NONE
Kaiwing,Berserker's Greaves,Refillable Potion,NaN,Rapid Firecannon,Runaan's Hurricane,Kraken Slayer,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,LegendAlacrity,NaN,NaN,,NaN,NaN,NaN,NaN,Twitch,Flash,Smite,NONE,JUNGLE
Hanabi,Sorcerer's Shoes,Liandry's Anguish,Morellonomicon,Rabadon's Deathcap,NaN,NaN,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,AbsoluteFocus,NaN,NaN,,Scorch,NaN,,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Ziggs,Flash,Mark,DUO_SUPPORT,NONE
Hanabi,Sorcerer's Shoes,Shard of True Ice,Rabadon's Deathcap,Cosmic Drive,Luden's Tempest,Oblivion Orb,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,AbsoluteFocus,NaN,NaN,,Scorch,NaN,,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Veigar,Flash,Ignite,DUO_SUPPORT,BOTTOM
Rather,Amplifying Tome,Liandry's Anguish,Dark Seal,Sorcerer's Shoes,Morellonomicon,Zhonya's Hourglass,Stealth Ward,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Sylas,Flash,Teleport,SOLO,TOP
Rather,Doran's Blade,Muramana,Essence Reaver,Kraken Slayer,Hexdrinker,Mercury's Treads,Stealth Ward,PressTheAttack,NaN,NaN,NaN,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Lucian,Flash,Ignite,SOLO,MIDDLE
Betty,Stormrazor,Berserker's Greaves,Bloodthirster,Phantom Dancer,Infinity Edge,Kraken Slayer,Stealth Ward,LethalTempo,NaN,,,PresenceOfMind,NaN,,,LegendAlacrity,NaN,,,CoupDeGrace,NaN,,,ApproachVelocity,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Sivir,Flash,Heal,DUO_CARRY,BOTTOM
Betty,Trinity Force,Spirit Visage,Giant's Belt,Doran's Shield,NaN,Mercury's Treads,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,CosmicInsight,,,,MagicalFootwear,NaN,NaN,,NaN,NaN,NaN,NaN,Nasus,Flash,Teleport,SOLO,TOP
ShiauC,Berserker's Greaves,NaN,Infinity Edge,Rapid Firecannon,Dagger,NaN,Stealth Ward,FleetFootwork,NaN,,,Triumph,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,GatheringStorm,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Caitlyn,Flash,Heal,SOLO,MIDDLE
ShiauC,Doran's Blade,Essence Reaver,Black Mist Scythe,Blade of The Ruined King,Berserker's Greaves,Pickaxe,Stealth Ward,LethalTempo,NaN,,,PresenceOfMind,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,ApproachVelocity,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Ashe,Flash,Heal,DUO_SUPPORT,BOTTOM
Error,Refillable Potion,Plated Steelcaps,Trinity Force,Winged Moonplate,Chain Vest,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,,,LastStand,NaN,,,Conditioning,NaN,NaN,NaN,Unflinching,NaN,,,NaN,NaN,NaN,NaN,Udyr,Flash,Smite,DUO_SUPPORT,NONE
Error,Refillable Potion,Mercury's Treads,Trinity Force,Dead Man's Plate,Force of Nature,Long Sword,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,Conditioning,NaN,NaN,NaN,Unflinching,NaN,,,NaN,NaN,NaN,NaN,Udyr,Flash,Smite,NONE,JUNGLE
Wako,Redemption,Locket of the Iron Solari,Shard of True Ice,Ardent Censer,NaN,Mobility Boots,Oracle Lens,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Nami,Flash,Ignite,DUO_SUPPORT,BOTTOM
Wako,NaN,Shard of True Ice,Mobility Boots,Ardent Censer,Crystalline Bracer,Faerie Charm,Oracle Lens,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,PresenceOfMind,NaN,NaN,,CutDown,NaN,,,NaN,NaN,NaN,NaN,Sona,Flash,Exhaust,DUO_SUPPORT,BOTTOM
Solo,NaN,Hextech Alternator,Blasting Wand,Doran's Ring,Boots,NaN,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Fizz,Flash,Ignite,DUO,NONE
Solo,Rapid Firecannon,Immortal Shieldbow,Serrated Dirk,Boots of Swiftness,Essence Reaver,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Samira,Flash,Heal,DUO_CARRY,BOTTOM
Rush,Sunfire Aegis,Mercury's Treads,Demonic Embrace,Spirit Visage,Abyssal Mask,Bramble Vest,Poro-Snax,Aftershock,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,Revitalize,NaN,,,LegendTenacity,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Maokai,Flash,Mark,DUO_SUPPORT,TOP
Rush,Lich Bane,Sorcerer's Shoes,Night Harvester,Demonic Embrace,Horizon Focus,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Gangplank,Flash,Mark,DUO_SUPPORT,NONE
Fenix,Pauldrons of Whiterock,Youmuu's Ghostblade,Mobility Boots,Duskblade of Draktharr,NaN,NaN,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,NaN,NaN,NaN,NaN,Pyke,Flash,Ignite,DUO_SUPPORT,BOTTOM
