summonerName,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas0-10,creepsPerMinDeltas10-20,creepsPerMinDeltas20-30,xpPerMinDeltas0-10,xpPerMinDeltas10-20,xpPerMinDeltas20-30,goldPerMinDeltas0-10,goldPerMinDeltas10-20,goldPerMinDeltas20-30,xpDiffPerMinDeltas0-10,xpDiffPerMinDeltas10-20,xpDiffPerMinDeltas20-30,damageTakenPerMinsDeltas0-10,damageTakenPerMinsDeltas10-20,damageTakenPerMinsDeltas20-30,damageTakenDiffPerMinsDeltas0-10,damageTakenDiffPerMinsDeltas10-20,damageTakenDiffPerMinsDeltas20-30
Hoit,0,5,6,2,2,2,1,238,1,0,0,0,0,34311,22310,6610,5390,0,8855,7861,993,0,878,1,3772,0,0,11,11,9529,3671,5493,364,6317,4275,0,0,70,0,0,0,57,10,1,0,4,1,0,0,0,0,0,0,4.9,NaN,398.5,NaN,324,NaN,-69.21999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,1,1,1,4,0,1,0,651,0,0,0,0,0,25778,15959,9651,167,0,3077,1703,1205,167,641,1,1248,1018,979,3,9,3311,982,2181,148,4273,3175,0,0,82,0,0,0,15,9,1,0,3,0,0,0,NaN,7,NaN,464.9,NaN,305.7,NaN,99.60000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,1,11,15,24,2,2,4,159,1,0,0,0,0,82960,17806,63199,1953,0,38452,5662,30835,1953,10049,1,54813,2598,2598,0,31,48501,29361,17020,2118,15068,14050,0,0,38,0,NaN,1.2,1.7999999999999998,NaN,701.0999999999999,1082.7,NaN,527.9,638.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,0,18,19,14,3,2,5,172,4,0,0,0,0,173137,170857,378,1901,0,59824,58080,34,1709,595,1,20064,0,0,0,40,45845,22795,22177,872,20263,17700,0,0,104,0,NaN,3.5,4,NaN,715.7,1062.8,NaN,707.6,782.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,1,10,8,40,3,1,4,403,0,0,0,0,0,167591,121692,39356,6542,0,50001,36545,10832,2622,13409,1,135415,1652,1652,0,31,87282,41739,38900,6643,20000,15800,0,1,73,0,NaN,1.3,1.9,NaN,761.8,1325.3000000000002,NaN,501.5,637.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,0,5,14,35,0,1,0,195,0,0,0,0,0,67763,50197,15989,1576,23,20725,14939,4442,1344,2105,6,89152,0,0,0,104,40078,21285,17875,916,16279,15750,0,0,38,0,NaN,1.2,1.9,NaN,715,1319.2,NaN,481,634.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,1,8,7,19,4,2,1,335,1,0,0,0,0,72604,68444,3090,1069,0,27656,25703,884,1069,6835,1,10251,1668,1668,0,27,19023,8208,10596,218,12301,10985,2,0,50,0,NaN,2.2,NaN,720.1,NaN,614.8,NaN,-20.260000000000048,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,0,3,2,35,3,1,1,937,0,0,0,0,0,18222,14980,1090,2151,0,13573,10632,790,2151,13658,5,7235,956,956,0,19,8410,4553,3801,54,12663,12650,0,0,4,0,NaN,0,0.4,NaN,768,1068.3000000000002,NaN,509.59999999999997,583.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,0,2,5,23,0,1,0,794,0,0,0,0,0,27206,13284,6958,6963,0,12877,10229,1080,1567,6333,5,42427,1157,1086,84,30,31964,13323,17078,1562,10280,9250,0,0,36,0,0,0,175,15,6,0,35,9,0,0,0,0,0,0,1.6,1,0.6,270.3,320.79999999999995,378.5,155.2,273.4,253,-24.549999999999997,42.64999999999998,-31.5,NaN,NaN,NaN,NaN,NaN,NaN
Hoit,0,0,0,0,0,0,0,0,0,0,0,0,0,825,256,532,36,0,426,256,133,36,34,1,224,0,0,0,0,155,59,96,0,844,500,0,0,0,0,0,0,5,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,4,7,5,2,2,1,610,1,0,0,0,0,198350,174102,22038,2210,0,15302,10295,2797,2210,9861,1,18437,2936,2623,12,9,32023,14607,16255,1159,12463,10925,1,1,220,12,4,4,441,17,1,0,6,1,0,0,0,0,0,0,4.3,5.699999999999999,8.3,376.2,402.7,581.7,250.60000000000002,265,407.4,-112.6,-307.90000000000003,189.1,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,3,4,2,0,1,0,1014,0,0,0,0,0,113974,75601,25287,13085,0,10925,7803,2506,615,4452,1,10720,1138,1138,15,2,16798,5881,10672,244,9191,8100,0,0,184,0,0,0,60,15,2,0,10,1,0,0,0,0,0,1,7.3,6.699999999999999,NaN,508.40000000000003,438.3,NaN,273.6,305.29999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,7,12,6,3,2,1,702,1,0,0,0,0,255152,35654,208908,10588,0,26293,7780,17409,1102,8530,1,36910,15178,10908,52,13,42736,18570,20627,3539,17776,15508,4,0,263,33,9,16,139,18,1,0,13,0,0,0,0,0,0,0,6.699999999999999,10.9,4.7,396.9,722.1,429.20000000000005,262.1,533.4000000000001,369.2,-35.29999999999998,301,-266,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,0,3,8,1,2,1,1,293,0,0,0,0,0,65567,4270,61296,0,330,7905,706,7199,0,1116,1,12171,2622,719,14,21,15942,5187,10421,333,6653,6300,0,0,113,4,4,0,113,11,2,0,8,1,0,0,0,0,NaN,6.199999999999999,4.6,NaN,416.4,369.7,NaN,270.4,303.5,NaN,-127.6,-316.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,6,6,8,3,1,1,442,0,0,0,0,0,154787,1479,142329,10979,0,17846,212,17634,0,2040,1,16416,18482,14236,23,12,17539,6543,10360,635,12363,11675,4,1,191,28,7,8,129,15,1,0,8,2,0,0,1,0,0,0,6.9,9.1,NaN,443.7,565.4,NaN,360.4,486.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,15,7,28,4,3,5,280,1,1,0,0,0,82803,55133,5874,21795,0,33885,22051,1809,10024,8923,1,7035,3671,3671,0,22,23525,15404,7948,172,13632,12285,3,0,69,0,NaN,4.4,NaN,857,NaN,638.3,NaN,96.82000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,0,11,12,11,2,2,5,153,4,0,0,0,0,88591,3457,84435,698,630,40940,1923,38318,698,2476,5,8025,1673,1673,0,37,22872,17838,3940,1094,12012,11500,0,0,58,0,NaN,2.4000000000000004,NaN,738.7,NaN,482.6,NaN,-126.02000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,16,14,32,3,3,4,216,2,1,0,0,0,111203,104041,2731,4430,158,54068,50207,1209,2650,1266,1,12138,3088,3088,0,47,30065,16952,11731,1381,16455,14100,2,1,58,0,NaN,1.5,3,NaN,722.5,1166.2,NaN,474.3,700.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,0,9,9,19,3,2,2,383,1,0,0,0,0,150980,17180,126486,7313,760,41333,3986,35524,1823,9770,5,22713,2899,2899,0,18,34244,25530,7099,1614,16830,16200,0,0,132,0,NaN,5.5,5.9,NaN,726,1401,NaN,526.7,752.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CuVee,1,7,3,23,5,2,2,381,1,0,0,0,0,67439,18650,48788,0,0,28792,9506,19285,0,3061,4,5749,3081,3081,0,3,12088,7061,4393,633,11454,8100,1,0,52,0,NaN,2.9,NaN,704.3,NaN,517.2,NaN,64.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,15,6,8,5,2,3,394,1,0,0,0,0,194872,18626,167538,8707,524,35676,8220,25039,2415,10863,4,16113,21420,5076,14,0,23361,8351,13527,1482,15915,14735,2,0,215,8,1,4,0,15,4,0,10,0,1,0,0,0,0,0,8,7.800000000000001,5.7,332.1,534.7,557.7,336.7,640,556.0999999999999,17.849999999999994,113.15000000000003,-66.14999999999995,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,4,7,4,2,2,1,296,1,0,0,0,0,64668,1585,57394,5688,289,10142,992,9035,114,1796,2,3760,2751,2751,10,9,11366,3807,6889,670,7433,7075,1,0,101,8,8,0,37,10,1,0,6,1,0,0,0,0,NaN,5.199999999999999,4.9,NaN,289,346.79999999999995,NaN,304.6,380.1,NaN,-8.750000000000043,-79.89999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,1,6,3,11,4,1,2,734,0,0,0,0,0,153716,18345,125902,9468,502,18008,4816,11645,1545,7481,3,8626,10282,10282,29,2,16452,5234,10956,260,13095,12975,3,0,180,35,16,15,63,15,9,0,14,2,0,0,0,0,0,0,7.1,7.1,NaN,324.9,407.5,NaN,279.79999999999995,474.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,1,8,3,0,1,0,690,0,0,0,0,0,79361,2339,64497,12525,154,10211,2229,7981,0,711,2,5898,417,417,14,27,13524,2929,8860,1734,7726,7275,0,0,176,0,0,0,490,11,3,0,4,5,0,0,0,0,NaN,8.2,6.9,NaN,304.6,309.3,NaN,284.70000000000005,315.8,NaN,13.250000000000028,-180.44999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,0,7,1,0,0,0,258,0,0,0,0,0,55291,4868,43752,6670,0,5505,1236,4268,0,2207,2,4811,1285,367,11,0,11965,3592,7655,718,5195,4500,0,0,111,4,1,0,0,9,2,0,7,2,0,0,0,0,NaN,5.300000000000001,NaN,260.1,NaN,232.10000000000002,NaN,-10.279999999999987,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,4,8,1,2,1,1,329,0,0,0,0,0,65841,4693,57590,3558,668,7370,257,6993,120,3120,2,6112,1320,0,9,9,18007,8793,9214,0,7564,5975,0,0,112,8,5,0,126,10,4,0,5,0,0,0,0,0,0,0,6.1,NaN,318.6,NaN,255.1,NaN,-54.660000000000025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,1,23,5,7,9,3,6,486,7,1,0,0,0,174406,2643,132176,39586,274,36181,961,23459,11759,9402,4,9672,33049,8743,27,13,19327,4645,13631,1050,17307,15125,4,1,194,20,8,4,62,16,5,0,11,2,0,0,0,0,0,1,7.1,7.8,4.300000000000001,324.6,466.4,699.4,364.1,525.6,725,2.950000000000003,34.30000000000001,197,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,1,10,4,6,4,2,3,605,3,0,0,0,0,146259,20196,119640,6421,449,16859,7349,9039,469,9010,3,9717,10884,6305,17,0,18860,9802,9017,40,14428,12630,5,0,177,45,32,9,40,15,2,0,6,3,0,0,1,0,0,0,7.699999999999999,6.1,NaN,305.2,483.09999999999997,NaN,260.4,571.2,NaN,17.749999999999986,55.59999999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,0,9,6,4,3,2,3,303,1,0,0,0,0,73654,8203,64416,1034,403,15003,3726,10889,387,5511,4,7006,751,751,20,0,15022,3980,10050,991,10560,9675,0,0,135,9,5,0,0,12,1,0,8,3,0,0,0,0,NaN,6.800000000000001,5.9,NaN,316.7,508.6,NaN,314.3,590.5,NaN,7.34999999999998,7.749999999999972,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peanut,1,18,9,17,9,2,4,358,4,0,0,0,0,108159,99892,7980,286,0,40471,38768,1702,0,3532,1,9528,876,876,0,35,20752,14154,5913,684,17586,14750,0,1,87,0,NaN,3.5,2.8,NaN,648.8,1006.9,NaN,500,779.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,0,27,16,13,6,2,6,489,3,0,0,0,0,271406,259577,11070,758,0,89736,87534,1443,758,18415,1,27067,22166,5397,74,40,54323,26810,22091,5421,23577,22900,2,0,135,12,0,4,187,18,0,0,40,0,0,0,0,1,0,1,1.2,4,2.3,290.79999999999995,650.3,559.5,279.9,531.0999999999999,572.8,66.44999999999996,137.05,225.64999999999998,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,0,9,9,2,2,2,1,447,1,0,0,0,0,103322,5043,97747,531,0,15968,535,14901,531,2162,1,9273,1385,0,11,7,20036,8402,11633,0,9047,8950,0,0,98,4,0,0,251,14,0,0,7,0,0,0,0,0,0,0,3.9,3.1,NaN,425.1,511.6,NaN,263.8,316.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,1,26,6,2,6,2,6,621,3,0,0,0,0,281652,233574,31170,16906,0,54224,48978,2562,2683,15397,1,21399,41225,3354,32,53,34802,14408,18717,1676,21677,17100,2,0,68,172,81,33,308,18,0,0,13,0,0,0,0,1,0,0,0.3,1.1,1.8,250.79999999999998,433.8,525,228.3,458.09999999999997,396.3,64.99999999999999,84.70000000000002,-64.19999999999999,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,0,1,5,1,0,1,0,820,0,0,0,0,0,88158,7253,74443,6461,0,14196,4746,9358,91,946,3,4066,682,394,12,0,12848,2793,9021,1033,7698,7250,0,0,151,4,4,0,0,12,0,0,8,0,0,0,0,0,0,0,6.1,5.800000000000001,NaN,312.9,408.70000000000005,NaN,225.8,305.8,NaN,-7.000000000000028,-5.649999999999977,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,0,15,3,6,13,2,2,1101,1,0,0,0,0,140174,122526,5064,12584,0,39086,36634,887,1564,6452,1,9602,5568,1227,67,72,15990,5404,10037,548,15352,14750,1,0,91,17,5,0,137,17,0,0,33,0,0,0,0,0,0,0,1.4,3,2.7,271.1,417.29999999999995,682.8,193.7,410,547.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,1,14,2,6,9,1,2,690,0,0,0,0,0,73392,3051,69599,742,0,22475,754,20979,742,2491,1,6483,813,813,12,8,11989,7080,4519,390,9189,9000,0,0,85,8,0,4,99,13,0,0,6,1,1,0,0,0,NaN,2.8,5.3,NaN,391.70000000000005,606.9,NaN,358.9,466.8,NaN,67.90000000000002,323.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,0,6,14,7,2,2,1,268,1,0,0,0,0,97747,80067,11278,6401,0,19114,17671,543,898,10845,1,16947,3571,0,16,19,41826,21962,19161,702,10979,10300,0,0,22,88,63,0,396,13,0,0,8,0,0,0,0,0,0,0,0.1,0.3,1.8,216.2,452.5,443.20000000000005,226.10000000000002,427.9,377.20000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,1,23,2,10,18,3,2,1468,4,1,0,0,0,190290,21994,154327,13968,0,34167,3420,28642,2104,21932,1,26190,33021,1749,23,33,32701,9064,18200,5436,16573,15283,2,1,51,139,72,19,194,16,0,0,9,0,0,0,1,0,0,1,0.7999999999999999,2.6,NaN,354.20000000000005,604.2,NaN,327,622.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,1,21,8,9,10,3,5,901,1,1,0,0,0,205516,42143,155485,7888,0,55453,23091,29398,2964,3917,2,19109,16107,3954,20,9,37685,2958,28386,6341,18420,15790,1,1,160,16,4,4,151,18,0,0,11,0,0,0,0,0,1,0,4.3,6,2,297.5,522.3,573.5,260,467.2,551.3,19.600000000000023,112.14999999999995,-136.00000000000006,NaN,NaN,NaN,NaN,NaN,NaN
Ruler,1,6,0,11,6,1,1,0,0,0,0,0,0,107148,24738,69258,13152,0,9830,1648,7640,542,9055,1,13679,31928,0,16,17,15629,3043,12243,342,9930,9400,1,0,13,110,61,6,281,13,0,0,6,1,0,0,0,0,0,1,0.2,0.6,NaN,323.70000000000005,570.2,NaN,290.6,529.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Life,0,0,4,2,0,0,0,774,0,0,0,0,0,54014,2040,50493,1480,208,7835,840,6995,0,1093,3,4428,2485,2485,8,29,9524,3787,5593,144,6209,5600,1,0,127,1,1,0,372,10,0,0,4,0,0,0,1,0,NaN,7.5,NaN,334.1,NaN,264.3,NaN,-34.440000000000055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Life,0,7,4,2,3,2,2,563,1,0,0,0,0,63094,10799,52294,0,0,12279,5516,6763,0,1798,2,4627,453,453,6,0,12355,4669,6546,1139,8938,7633,0,0,139,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,7,6.9,NaN,362,508.3,NaN,351.3,490,NaN,93.55000000000001,-159.00000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Life,1,10,11,21,2,2,2,165,2,0,0,0,0,96557,755,92755,3046,0,38753,311,35395,3046,6511,5,47814,2214,2214,0,21,36500,18745,13629,4125,14100,12800,1,0,60,0,NaN,2.3,3.4000000000000004,NaN,672.7,1082.1,NaN,518.3,658.6,NaN,-3.6999999999999886,177.95000000000016,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Life,1,8,6,19,3,2,3,226,2,0,0,0,0,33074,1913,29650,1510,175,14646,1447,13199,0,1413,3,2929,1343,1343,0,33,12105,4865,6660,579,8957,8200,1,0,32,0,NaN,3.2,NaN,876.0999999999999,NaN,590.2,NaN,127.77999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,1,5,5,0,1,0,598,0,0,0,0,0,25659,12893,7171,5594,0,5812,4874,937,0,807,5,11442,240,240,22,31,12614,5543,6615,456,6334,5550,0,0,50,0,0,0,109,11,2,0,12,4,0,0,0,0,0,0,1.9,1.7,NaN,264.2,267.7,NaN,185.7,231.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,1,6,3,0,1,0,898,0,0,0,0,0,119361,0,94536,24824,0,6571,0,3962,2609,640,1,40852,202,202,28,11,35179,12294,20326,2558,9903,9525,0,0,171,8,4,0,79,15,5,0,8,3,0,0,0,0,0,0,5.7,6.4,3.6999999999999997,399.5,491.8,356.2,222.9,269.5,263.5,-92.70000000000002,-63.400000000000034,-67.80000000000001,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,3,3,0,0,1,0,841,0,0,0,0,0,95033,0,90873,4160,0,13158,0,8997,4160,1872,1,28866,2045,1649,23,34,25076,6903,15232,2941,9321,8908,0,0,159,8,0,4,69,14,3,0,12,2,0,0,0,1,0,0,5.800000000000001,5.5,NaN,433.20000000000005,458.6,NaN,219,365.6,NaN,9.400000000000006,7.599999999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,7,6,6,2,1,2,566,0,0,0,0,0,131876,136,124296,7444,0,25057,102,20366,4587,2836,1,43700,8593,4919,24,34,31099,11389,18768,941,12515,12358,2,0,167,12,9,0,92,15,3,0,12,6,1,0,0,0,0,0,6.8,5.2,4.7,481.7,398.5,453.09999999999997,372.7,384.9,440,224.09999999999997,67.10000000000001,-117.00000000000006,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,1,2,1,3,2,1,1,540,0,0,0,0,0,115282,95803,14782,4697,0,5939,5308,538,91,389,1,3944,7902,6290,18,10,8019,3197,3840,981,9409,8200,3,0,182,10,0,6,181,14,2,0,11,1,0,0,0,0,0,0,6.1,8.9,NaN,445.6,541.6,NaN,223.1,412.70000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,0,4,5,0,0,0,499,0,0,0,0,0,37561,0,37561,0,0,3180,0,3180,0,666,2,2738,622,622,6,0,6308,63,6015,229,4609,3650,0,0,85,4,4,0,0,9,0,0,5,0,0,0,0,0,NaN,5.9,NaN,294.8,NaN,238.9,NaN,13.660000000000053,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,0,0,5,9,0,0,0,456,0,0,0,0,0,17821,4878,6967,5976,0,3628,2079,931,618,1889,4,12521,555,424,39,21,11099,6426,4354,318,5669,5100,0,0,44,0,0,0,62,10,6,0,22,5,0,0,0,0,NaN,1.9,2.2,NaN,308.6,291.2,NaN,220.6,223,NaN,77.04999999999998,-103.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,1,6,7,29,2,1,1,578,0,0,0,0,0,50936,27674,9436,13824,0,17185,13257,1710,2217,10257,5,40253,10409,2650,79,69,31006,7617,22053,1335,11778,11025,0,0,48,0,0,0,227,16,5,0,36,4,0,0,0,0,0,0,1.6,1.7000000000000002,1.4000000000000001,264.1,378.1,565.5,261.29999999999995,311.7,315.6,-26.599999999999994,-70.74999999999997,110.24999999999997,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,1,4,5,16,2,1,1,706,0,0,0,0,0,123830,56293,60965,6572,579,16662,9729,6797,136,7785,2,8560,7302,4023,25,19,19570,9872,9081,616,12130,10925,1,0,146,14,5,1,151,16,3,0,14,3,0,0,0,0,0,1,5.8,4.699999999999999,3.8,310.20000000000005,558.4,630.5,232.10000000000002,362.1,447.5,2.2500000000000284,36.849999999999994,118.19999999999999,NaN,NaN,NaN,NaN,NaN,NaN
Smeb,1,2,4,4,0,1,0,855,0,0,0,0,0,65596,3087,61741,768,0,9166,326,8072,768,1305,1,5756,1726,532,18,2,11188,3269,7688,230,7103,6925,0,0,100,4,4,0,81,11,1,0,12,1,0,0,0,0,0,0,4.9,3.5,NaN,288.3,275.5,NaN,210.1,266.1,NaN,0.7000000000000028,-179.79999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,1,6,1,2,6,1,1,183,0,0,0,0,0,62425,0,53258,9167,0,8354,0,6996,1357,1013,1,8190,4437,581,9,18,10624,643,9192,788,6960,5658,0,0,108,0,0,0,37,11,3,0,7,2,0,0,0,0,NaN,6.2,NaN,462.79999999999995,NaN,323.8,NaN,48.89999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,1,1,2,0,1,0,572,0,0,0,0,0,40261,1819,35837,2605,0,5516,489,5026,0,373,1,2622,743,0,7,0,6518,1788,4476,254,4691,3800,0,0,91,4,4,0,5,10,0,0,5,0,0,0,0,0,NaN,5.7,NaN,395.2,NaN,221,NaN,-64.77999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,4,4,8,3,3,1,711,1,1,0,0,0,92560,2251,89558,750,441,12588,191,11646,750,1608,1,7526,0,0,14,2,19460,5451,11821,2187,8963,8175,0,0,136,8,8,0,14,14,1,0,10,2,0,0,0,0,0,0,6.5,4,NaN,417.5,424.29999999999995,NaN,241.4,344.8,NaN,-31.000000000000057,-175.50000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,2,6,3,0,1,0,385,0,0,0,0,0,67765,12184,50721,4860,0,2648,357,2282,8,4433,1,11641,1683,0,27,7,18023,5375,12293,354,6286,5900,0,0,6,74,46,11,364,10,3,0,10,4,0,0,0,0,NaN,0.2,0.3,NaN,247.79999999999998,367.29999999999995,NaN,236.2,277.1,NaN,-64.40000000000003,-225.70000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,1,7,14,27,3,1,1,739,0,0,0,0,0,148178,16747,123666,7764,0,22027,3329,16856,1841,9802,1,41032,16530,0,39,34,63969,34429,25294,4246,14866,13175,0,0,32,96,78,0,334,18,6,0,10,6,1,0,0,0,0,0,0.1,0.5,0.5,321.3,391.2,321.4,291.20000000000005,351.5,300.1,54.3,15.999999999999972,-325.4,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,12,10,22,3,3,4,604,2,1,0,0,0,220210,8785,175361,36062,0,35813,1422,26147,8243,21475,1,38476,15358,0,45,6,54674,13571,35225,5877,16685,16325,0,0,76,97,74,8,213,18,6,0,20,8,0,0,0,0,0,0,0.1,1.2000000000000002,2,312,458.4,372.5,279.70000000000005,402.4,239.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,2,2,4,2,1,1,614,0,0,0,0,0,58446,5257,47051,6138,0,5778,646,4867,264,3758,1,6712,3693,0,19,11,10401,1818,8241,341,5751,5150,0,0,15,63,39,8,255,10,2,0,8,3,1,0,0,0,NaN,0.30000000000000004,NaN,303.5,NaN,279.7,NaN,-2.460000000000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,2,5,3,0,1,0,286,0,0,0,0,0,54673,38467,10849,5355,0,6132,3234,1243,1654,2247,1,7656,3004,566,12,38,12387,1822,10213,352,5369,4375,0,0,64,8,3,0,329,11,1,0,6,1,0,0,0,0,NaN,3.0999999999999996,NaN,398.4,NaN,211.7,NaN,-24.379999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,2,9,5,0,1,0,496,0,0,0,0,0,42274,0,39030,3243,0,6832,0,5921,911,493,1,24998,2408,0,15,14,24459,3125,20361,971,6967,6808,0,0,83,5,5,0,107,12,1,0,9,1,0,0,0,0,0,0,4.3,2.6,NaN,362.4,283.6,NaN,222.8,219.5,NaN,-20.5,-154.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Score,0,5,6,13,4,2,1,580,1,0,0,0,0,20634,12334,5199,3099,0,8572,7367,1163,42,1314,5,16121,2151,1388,32,39,18515,9678,8586,250,7700,7575,0,0,36,0,0,0,117,13,3,0,15,3,0,0,0,0,NaN,1.2000000000000002,2,NaN,289.1,420.79999999999995,NaN,183.2,219.8,NaN,-21.19999999999999,-45.400000000000034,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bdd,1,11,4,6,5,1,2,700,0,0,0,0,0,143769,97104,26291,20372,0,19732,16005,2448,1279,9307,1,9951,6701,4490,25,11,24911,14073,8497,2340,14742,14100,3,1,208,12,8,0,127,17,2,0,6,8,0,0,0,0,1,0,6.6,5.800000000000001,8.399999999999999,408.3,477,787.9,283.7,409.4,634.5,-43.69999999999996,1.400000000000034,322.2,NaN,NaN,NaN,NaN,NaN,NaN
Bdd,1,7,6,10,2,2,3,784,1,0,0,0,0,87542,78039,9502,0,0,19188,17104,2083,0,10023,1,16880,1699,1309,29,15,28525,10750,15990,1783,11245,9935,2,0,143,0,0,0,246,15,5,0,12,2,0,0,1,0,0,0,6.9,4.9,NaN,430.1,526.9000000000001,NaN,296.20000000000005,443.40000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bdd,0,7,6,10,3,2,3,466,1,0,0,0,0,192806,11951,178458,2397,576,18242,1726,15912,603,5077,1,28561,6793,1951,18,32,21756,7331,12031,2393,14724,13450,1,0,220,34,17,8,197,16,2,0,13,1,0,0,1,0,0,0,5.1,8.6,5.6,278.9,572.1,404.9,309.1,522.2,327.2,42.70000000000002,61.349999999999966,-103.39999999999998,NaN,NaN,NaN,NaN,NaN,NaN
