summonerName,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas0-10,creepsPerMinDeltas10-20,creepsPerMinDeltas20-30,xpPerMinDeltas0-10,xpPerMinDeltas10-20,xpPerMinDeltas20-30,goldPerMinDeltas0-10,goldPerMinDeltas10-20,goldPerMinDeltas20-30,xpDiffPerMinDeltas0-10,xpDiffPerMinDeltas10-20,xpDiffPerMinDeltas20-30,damageTakenPerMinsDeltas0-10,damageTakenPerMinsDeltas10-20,damageTakenPerMinsDeltas20-30,damageTakenDiffPerMinsDeltas0-10,damageTakenDiffPerMinsDeltas10-20,damageTakenDiffPerMinsDeltas20-30
Gen G Bonnie,Broken Stopwatch,Control Ward,Sorcerer's Shoes,NaN,Morellonomicon,NaN,Oracle Lens,Predator,NaN,,,SuddenImpact,NaN,,,ZombieWard,NaN,NaN,,IngeniousHunter,NaN,NaN,,PerfectTiming,,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Gragas,Smite,Flash,NONE,JUNGLE
남캠최현우,NaN,Pauldrons of Whiterock,Control Ward,Edge of Night,Umbral Glaive,Mobility Boots,Oracle Lens,Aftershock,NaN,,,Demolish,,,,BonePlating,NaN,,,Unflinching,NaN,,,ZombieWard,NaN,NaN,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Pyke,Ignite,Flash,DUO_SUPPORT,BOTTOM
해강고 원딜,Guardian Angel,Muramana,Berserker's Greaves,NaN,Rapid Firecannon,Umbral Glaive,Farsight Alteration,GlacialAugment,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,ApproachVelocity,NaN,,,PresenceOfMind,NaN,NaN,,LegendBloodline,NaN,NaN,,NaN,NaN,NaN,NaN,Senna,Flash,Cleanse,DUO,TOP
훈련병이상호,Guardian Angel,Dagger,Plated Steelcaps,Essence Reaver,Infinity Edge,Phantom Dancer,Farsight Alteration,LethalTempo,NaN,,,Triumph,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Xayah,Flash,Heal,DUO_CARRY,BOTTOM
Kofks,Corrupting Potion,NaN,Plated Steelcaps,Doran's Blade,Long Sword,Trinity Force,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,,,,CoupDeGrace,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Irelia,Flash,Teleport,SOLO,TOP
Thal Youtube구독,NaN,Stopwatch,Plated Steelcaps,Rabadon's Deathcap,Seeker's Armguard,Morellonomicon,Oracle Lens,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,,,CoupDeGrace,NaN,,,BonePlating,NaN,,,Revitalize,NaN,,,NaN,NaN,NaN,NaN,Akali,Flash,Teleport,SOLO,TOP
역시폭군,Mobility Boots,Broken Stopwatch,Knight's Vow,Targon's Buckler,Kindlegem,NaN,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,Revitalize,NaN,,,MagicalFootwear,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Zac,Ignite,Flash,SOLO,BOTTOM
PAKA fans,Essence Reaver,Berserker's Greaves,Infinity Edge,Hexdrinker,Kircheis Shard,NaN,Farsight Alteration,LethalTempo,NaN,,,Triumph,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Xayah,Flash,Heal,DUO_CARRY,BOTTOM
T1 Gumayusi,Doran's Blade,NaN,Broken Stopwatch,NaN,Plated Steelcaps,Black Cleaver,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Aatrox,Teleport,Flash,SOLO,TOP
Gen G Bonnie,NaN,Stopwatch,Sorcerer's Shoes,Control Ward,Oblivion Orb,NaN,Oracle Lens,Predator,NaN,,,SuddenImpact,NaN,,,ZombieWard,NaN,NaN,,IngeniousHunter,NaN,NaN,,NimbusCloak,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Gragas,Smite,Flash,NONE,JUNGLE
상 앵,Shurelya's Battlesong,Forbidden Idol,Pauldrons of Whiterock,Boots of Swiftness,Sapphire Crystal,Crystalline Bracer,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Revitalize,NaN,NaN,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Taric,Exhaust,Flash,DUO_SUPPORT,BOTTOM
버느마누,Corrupting Potion,Youmuu's Ghostblade,Black Cleaver,Plated Steelcaps,Null-Magic Mantle,Chain Vest,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,MinionDematerializer,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pantheon,Ignite,Flash,DUO,MIDDLE
막내현진 팔로우,Bulwark of the Mountain,Kindlegem,Control Ward,Plated Steelcaps,Glacial Buckler,Cloth Armor,Oracle Lens,Guardian,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Revitalize,NaN,NaN,,PresenceOfMind,NaN,NaN,,LegendTenacity,,,,NaN,NaN,NaN,NaN,Taric,Flash,Ignite,DUO_SUPPORT,BOTTOM
Gen G Karis,Youmuu's Ghostblade,Black Cleaver,Kindlegem,Doran's Blade,Ruby Crystal,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Aatrox,Flash,Teleport,DUO_SUPPORT,NONE
서폿없인아무것도,Doran's Blade,Hexdrinker,Runaan's Hurricane,Guinsoo's Rageblade,Stormrazor,Berserker's Greaves,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendBloodline,NaN,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Kai'Sa,Heal,Flash,DUO_CARRY,BOTTOM
훈련병이상호,Youmuu's Ghostblade,Muramana,NaN,Serrated Dirk,Berserker's Greaves,Long Sword,Farsight Alteration,GlacialAugment,NaN,,,MagicalFootwear,NaN,NaN,,BiscuitDelivery,NaN,,,ApproachVelocity,NaN,,,PresenceOfMind,NaN,NaN,,LegendBloodline,NaN,NaN,,NaN,NaN,NaN,NaN,Senna,Flash,Heal,DUO,MIDDLE
JustLikeThatKR,Control Ward,Refillable Potion,NaN,NaN,NaN,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,,,,CoupDeGrace,NaN,,,Waterwalking,,NaN,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Nidalee,Smite,Flash,DUO,NONE
서폿없인아무것도,Bloodthirster,Phantom Dancer,Infinity Edge,Rapid Firecannon,Essence Reaver,Berserker's Greaves,Farsight Alteration,LethalTempo,NaN,,,Overheal,NaN,NaN,,LegendBloodline,NaN,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Xayah,Heal,Flash,DUO_CARRY,BOTTOM
JustLikeThatKR,Sorcerer's Shoes,Control Ward,Fiendish Codex,Broken Stopwatch,NaN,Amplifying Tome,Stealth Ward,Predator,NaN,,,SuddenImpact,NaN,,,ZombieWard,NaN,NaN,,IngeniousHunter,NaN,NaN,,Transcendence,,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Gragas,Smite,Flash,NONE,JUNGLE
Youtube sangyoon,Nashor's Tooth,Berserker's Greaves,Guinsoo's Rageblade,Doran's Blade,Seeker's Armguard,Muramana,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,PresenceOfMind,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Kai'Sa,Flash,Heal,SOLO,BOTTOM
히키 승수,NaN,NaN,Mejai's Soulstealer,NaN,NaN,Sorcerer's Shoes,Oracle Lens,GlacialAugment,NaN,,,MagicalFootwear,NaN,NaN,NaN,MinionDematerializer,NaN,,,CosmicInsight,,,,CheapShot,NaN,,,UltimateHunter,NaN,,,NaN,NaN,NaN,NaN,Ahri,Ignite,Flash,SOLO,MIDDLE
서폿없인아무것도,Doran's Blade,Doran's Blade,Last Whisper,Infinity Edge,Essence Reaver,Berserker's Greaves,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,Overheal,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Miss Fortune,Heal,Flash,DUO_CARRY,BOTTOM
Thal Youtube구독,NaN,Plated Steelcaps,Zhonya's Hourglass,Blasting Wand,Doran's Shield,Amplifying Tome,Farsight Alteration,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,,MinionDematerializer,NaN,,,NaN,NaN,NaN,NaN,Akali,Flash,Teleport,SOLO,TOP
두더지형님,NaN,Pauldrons of Whiterock,Gargoyle Stoneplate,Glacial Buckler,NaN,Mobility Boots,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,PerfectTiming,,,,MinionDematerializer,NaN,,,NaN,NaN,NaN,NaN,Leona,Ignite,Flash,DUO_SUPPORT,BOTTOM
Destiny,Broken Stopwatch,NaN,Targon's Buckler,Chain Vest,Negatron Cloak,Mobility Boots,Oracle Lens,Aftershock,NaN,,,ShieldBash,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,PerfectTiming,,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Nautilus,Ignite,Flash,DUO_SUPPORT,NONE
adcadcadcada,Manamune,Serrated Dirk,Health Potion,Doran's Blade,Caulfield's Warhammer,Slightly Magical Footwear,Stealth Ward,GlacialAugment,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,ApproachVelocity,NaN,,,PresenceOfMind,NaN,NaN,,LegendBloodline,,,,NaN,NaN,NaN,NaN,Senna,Flash,Heal,DUO_SUPPORT,NONE
30도 할수있다,Seraph's Embrace,Control Ward,Broken Stopwatch,Plated Steelcaps,NaN,Glacial Buckler,Oracle Lens,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Ryze,Flash,Exhaust,SOLO,MIDDLE
T1 BurdoI,Stopwatch,Cloak of Agility,Ruby Crystal,Pickaxe,Phantom Dancer,Berserker's Greaves,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Yasuo,Exhaust,Flash,DUO_CARRY,BOTTOM
Destiny,Zhonya's Hourglass,Redemption,Shard of True Ice,Control Ward,Health Potion,Mobility Boots,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,PerfectTiming,,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Morgana,Ignite,Flash,DUO_SUPPORT,BOTTOM
이젠간절한사람,Zhonya's Hourglass,NaN,Rabadon's Deathcap,NaN,Mercury's Treads,Void Staff,Oracle Lens,DarkHarvest,NaN,NaN,NaN,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Nidalee,Smite,Flash,NONE,JUNGLE
다줘패는중,Bulwark of the Mountain,Mobility Boots,NaN,Aether Wisp,NaN,Refillable Potion,Oracle Lens,Electrocute,NaN,,,CheapShot,NaN,,,ZombieWard,NaN,NaN,,RelentlessHunter,NaN,NaN,,FontOfLife,NaN,,,Revitalize,NaN,,,NaN,NaN,NaN,NaN,Bard,Ignite,Flash,DUO_SUPPORT,BOTTOM
다줘패는중,Bulwark of the Mountain,NaN,Redemption,Aether Wisp,Control Ward,Mobility Boots,Oracle Lens,Electrocute,NaN,,,CheapShot,NaN,,,ZombieWard,NaN,NaN,,RelentlessHunter,NaN,NaN,,FontOfLife,NaN,,,Revitalize,NaN,,,NaN,NaN,NaN,NaN,Bard,Ignite,Flash,DUO_SUPPORT,BOTTOM
JustLikeThatKR,Zhonya's Hourglass,NaN,Morellonomicon,Dark Seal,Sorcerer's Shoes,NaN,Oracle Lens,DarkHarvest,NaN,NaN,NaN,CheapShot,NaN,,,ZombieWard,NaN,NaN,,RavenousHunter,NaN,NaN,,NimbusCloak,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Taliyah,Smite,Flash,NONE,JUNGLE
FA Tank,NaN,Corrupting Potion,NaN,Banshee's Veil,Rabadon's Deathcap,Sorcerer's Shoes,Oracle Lens,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,AbsoluteFocus,NaN,NaN,,Scorch,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Syndra,Teleport,Flash,SOLO,MIDDLE
Gen G Bonnie,Doran's Shield,Berserker's Greaves,Zeal,Refillable Potion,Kircheis Shard,Control Ward,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,,,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Yasuo,Exhaust,Flash,DUO_SUPPORT,NONE
Gen G Karis,Tiamat,NaN,Black Cleaver,Plated Steelcaps,Pickaxe,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,NaN,NaN,NaN,NaN,Renekton,Flash,Teleport,SOLO,MIDDLE
FA Tank,NaN,Corrupting Potion,NaN,Oblivion Orb,Dark Seal,Sorcerer's Shoes,Oracle Lens,Electrocute,NaN,,,TasteOfBlood,NaN,,,GhostPoro,NaN,NaN,NaN,RavenousHunter,NaN,NaN,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,LeBlanc,Teleport,Flash,SOLO,MIDDLE
Gen G Karis,Corrupting Potion,NaN,Seeker's Armguard,Sorcerer's Shoes,Dark Seal,NaN,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,GhostPoro,NaN,NaN,NaN,RavenousHunter,NaN,NaN,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,LeBlanc,Flash,Ignite,DUO_SUPPORT,NONE
Thal Youtube구독,Doran's Shield,Doran's Blade,Trinity Force,Mercury's Treads,Sterak's Gage,Ruby Crystal,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,NaN,NaN,NaN,NaN,Darius,Flash,Teleport,SOLO,TOP
adcadcadcada,Essence Reaver,Runaan's Hurricane,Cloak of Agility,Doran's Blade,Control Ward,Plated Steelcaps,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,PresenceOfMind,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Aphelios,Flash,Heal,DUO_CARRY,BOTTOM
후일담,Umbral Glaive,NaN,Guardian Angel,Mercury's Treads,NaN,Black Cleaver,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pantheon,Flash,Teleport,SOLO,TOP
Clever7,Broken Stopwatch,Refillable Potion,NaN,Doran's Ring,Sorcerer's Shoes,Amplifying Tome,Farsight Alteration,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,PerfectTiming,,,,MinionDematerializer,NaN,,,NaN,NaN,NaN,NaN,Heimerdinger,Teleport,Flash,DUO_CARRY,BOTTOM
단군의청춘부재,NaN,NaN,Control Ward,Morellonomicon,Doran's Ring,Sorcerer's Shoes,Farsight Alteration,UnsealedSpellbook,NaN,,,MagicalFootwear,NaN,NaN,NaN,BiscuitDelivery,NaN,,,CosmicInsight,,,,ManaflowBand,NaN,NaN,,Transcendence,,,,NaN,NaN,NaN,NaN,Orianna,Teleport,Flash,SOLO,MIDDLE
Lego77,Doran's Shield,Plated Steelcaps,NaN,Amplifying Tome,Cloth Armor,NaN,Stealth Ward,ArcaneComet,NaN,,,NimbusCloak,NaN,,,Celerity,NaN,,,Scorch,NaN,,,ShieldBash,NaN,,,BonePlating,NaN,,,NaN,NaN,NaN,NaN,Rumble,Teleport,Flash,DUO_SUPPORT,NONE
Gen G Karis,Manamune,Doran's Shield,Trinity Force,Mercury's Treads,NaN,NaN,Farsight Alteration,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Ezreal,Flash,Teleport,DUO_CARRY,BOTTOM
출사표를 던지다,Refillable Potion,Control Ward,Stopwatch,Mercury's Treads,Black Cleaver,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,NaN,CosmicInsight,,,,NaN,NaN,NaN,NaN,Lee Sin,Smite,Flash,NONE,JUNGLE
Destiny,NaN,Stopwatch,Targon's Buckler,NaN,Health Potion,Mercury's Treads,Oracle Lens,Guardian,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,BiscuitDelivery,NaN,,,ApproachVelocity,NaN,,,NaN,NaN,NaN,NaN,Tahm Kench,Ignite,Flash,NONE,JUNGLE
엉덩국 갱승제로,Doran's Blade,Health Potion,NaN,NaN,NaN,NaN,Stealth Ward,Conqueror,,,,PresenceOfMind,,,,LegendBloodline,,,,CoupDeGrace,,,,GatheringStorm,,,,AbsoluteFocus,,,,NaN,NaN,NaN,NaN,Jinx,Heal,Flash,DUO,NONE
SANDBOX Natalie,NaN,Morellonomicon,Broken Stopwatch,Sorcerer's Shoes,NaN,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,ZombieWard,NaN,NaN,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Elise,Smite,Flash,NONE,JUNGLE
병권좌,Zhonya's Hourglass,Rabadon's Deathcap,Sorcerer's Shoes,Banshee's Veil,NaN,Blasting Wand,Farsight Alteration,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Syndra,Teleport,Flash,DUO_CARRY,BOTTOM
Thal Youtube구독,Trinity Force,Hexdrinker,Essence Reaver,NaN,Infinity Edge,Boots,Stealth Ward,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,TasteOfBlood,NaN,,,UltimateHunter,NaN,,,NaN,NaN,NaN,NaN,Gangplank,Flash,Teleport,SOLO,MIDDLE
Fa Zzus,Targon's Buckler,Broken Stopwatch,Control Ward,Negatron Cloak,Mercury's Treads,Chain Vest,Oracle Lens,Guardian,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,PerfectTiming,,,,MinionDematerializer,NaN,,,NaN,NaN,NaN,NaN,Tahm Kench,Flash,Heal,DUO_SUPPORT,NONE
Destiny,Gargoyle Stoneplate,NaN,Bulwark of the Mountain,Glacial Buckler,Spectre's Cowl,Mobility Boots,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,HextechFlashtraption,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Leona,Ignite,Flash,DUO_SUPPORT,BOTTOM
